LOCODE,NAME,STATE
MB7,Martinsburg,OH
AIR,Martinsburg,PA
MRB,Martinsburg,WV
IIE,Martinsville,IL
MXS,Martinsville,IN
MV8,Martinsville,NJ
MTV,Martinsville,VA
AMV,Marvell,AR
ZVX,Marvin,TN
MYT,Mary Esther,FL
ZJV,Maryland City,MD
MHY,Maryland Heights,MO
MY4,Maryneal,TX
MYV,Marysville,CA
MYE,Marysville,KS
MVV,Marysville,MI
MRV,Marysville,OH
MYP,Marysville,PA
MYS,Marysville,WA
VLP,Maryville,IL
YIB,Maryville,IL
MVD,Maryville,MO
MRL,Maryville,TN
MSA,Masaryktown,FL
AOT,Mascot,TN
MO5,Mascotte,FL
MSK,Mascoutah,IL
UCH,Mashantucket,CT
ME7,Mashpee,MA
MWJ,Mason,MI
UXE,Mason,OH
QON,Mason,TN
YAQ,Mason,TX
MCW,Mason City,IA
M2C,Mason City,IL
ONQ,"Mason, Bayfield",WI
QER,Masontown,PA
VXI,Masontown,WV
MI5,Masonville,IA
MPB,Maspeth,NY
AQU,Massapequa,NY
MSS,Massena,NY
QMZ,Massey,MD
XJF,Massillon,OH
ZTC,Mastic,NY
MSU,Masury,OH
MD2,Matador,TX
MGI,Matagorda Island,TX
MTU,Matanuska,AK
TAW,Matawan,NJ
M9W,Matewan,WV
THC,Mather,CA
MJW,Mathews,LA
ZMI,Mathis,TX
MI6,Mathiston,MS
M4T,Matson,MO
MTQ,Mattapoisett,MA
KMJ,Mattaponi,VA
WXJ,Mattawa,WA
MNW,Mattawan,MI
AES,Matteson,IL
H33,Matthews,IN
MW9,Matthews,MO
MUA,Matthews,NC
XUK,Mattituck,NY
MTO,Mattoon,IL
KMA,Mattoon,WI
MTD,Mattydale,NY
MP2,Mauckport,IN
MAU,Mauldin,SC
MMY,Maumee,OH
MLE,Maumelle,AR
UCW,Mauricetown,NJ
NJS,Mauriceville,TX
YCT,Maury City,TN
TSX,Mauston,WI
MXM,Max Meadows,VA
MXE,Maxton,NC
XWL,Maxwell,AL
AXW,Maxwell,CA
MWU,Maxwell,OK
MYK,May Creek,AK
MYQ,Maybrook,NY
YMM,Mayer,MN
M2Y,Mayersville,MS
YEI,Mayetta,KS
MY8,Mayfield,ID
MAY,Mayfield,KY
MFP,Mayfield,PA
MF7,"Mayfield, Butler",OH
AYF,"Mayfield, Cuyahoga",OH
MH3,Mayhew,MS
ML9,Maylene,AL
UMY,Maynard,MA
MYB,Maynard,MN
YVF,Maynardville,TN
MAA,Mayo,FL
MY6,Mayo,SC
MYO,Mayodan,NC
YEH,Maypearl,TX
NRB,Mayport,FL
MYJ,Mays Landing,NJ
YVV,Maysville,GA
MVU,Maysville,KY
YSL,Maysville,OK
YSI,Maysville,WV
M3L,Mayville,MI
MA4,Mayville,ND
AY7,Mayville,NY
MYI,Mayville,WI
MYA,Maywood,CA
MYW,Maywood,NJ
MZK,Maywood Park,OR
MQF,"Maywood, Albany",NY
MWQ,Maywood/Chicago,IL
MZV,Mazomanie,WI
MZF,Mazon,IL
IZN,Mc Shan,AL
MCV,McAdenville,NC
MCA,McAdoo,PA
MLC,McAlester,OK
MA2,McAlisterville,PA
TXC,McAllen,TX
MFE,McAllen-Mission Apt,TX
LPN,McAlpin,FL
MCU,McArthur,OH
KMZ,McBain,MI
XIE,McBee,SC
MBI,McBride,MO
MYL,McCall,ID
MKX,McCalla,AL
MPN,McCamey,TX
CA5,McCanna,ND
NVM,McCarran,NV
MXY,McCarthy,AK
MFS,McChord Air Force Base,WA
VCZ,McClave,CO
QMW,McCleary,WA
NKF,McClellan,CA
MC2,McClellan Air Force Base,CA
MP6,McClellan Place,CA
M3C,Mcclellandtown,PA
JMU,McClure,OH
VMC,McClure,PA
MCB,McComb,MS
XXZ,McCombs,OH
ZXY,Mcconnells,SC
MNB,McConnellsburg,PA
ZXW,McConnellsville,NY
MVZ,McConnelsville,OH
MCO,McCook,IL
MCK,McCook,NE
OIK,McCormick,SC
QQM,McCoy,CO
MCC,McCrory,AR
MD3,McDade,TX
MDT,McDermott,OH
MDP,McDonald,PA
DGD,McDonald,TN
DOD,"McDonald, Muskingum",OH
MD8,"McDonald, Trumbull",OH
MCH,McDonough,GA
LHC,McElhattan,PA
ZWM,McEwen,TN
MCF,McFarland,CA
MF6,McFarland,WI
MZ3,Mcgaheysville,VA
MWK,McGaw Park,IL
GEH,McGehee,AR
MCG,McGrath,AK
MG2,McGregor,IA
MG3,McGregor,MN
MG4,McGregor,TX
MHB,McHenry,IL
MZI,McIntosh,AL
M25,McIntosh,GA
MCQ,McIntyre,GA
KMD,Mckean,PA
MKJ,McKees Rocks,PA
MKR,McKeesport,PA
MKN,McKenney,VA
MK2,McKenzie,AL
KZE,Mckenzie,ND
UQX,McKenzie,TN
MLA,McKinley Park,AK
KNY,McKinleyville,CA
MCT,McKinney,TX
MK4,Mckittrick,CA
XQM,"McLean/Washington, D.C.",VA
IMQ,McLeansboro,IL
QMC,McLeansville,NC
EHJ,McMechen,WV
MMW,McMillin,WA
MMC,McMinnville,OR
RNC,McMinnville,TN
MCM,McMurray,PA
MRX,McNary,OR
JIL,McNeil,TX
MPR,McPherson,KS
QNY,McQueeney,TX
MQW,McRae,GA
HYT,McSherrystown,PA
MVT,McVeytown,PA
DCM,McWilliams,AL
M9E,Mead,CO
MD4,Mead,NE
M2E,Mead,OK
ME8,Mead,WA
4MA,Meade,KS
MWD,Meadow Lands,PA
JJQ,Meadows of Dan,VA
EOP,Meadows Place,TX
MEJ,Meadville,PA
QMS,Means,KY
MBN,Mebane,NC
MEX,Mecca,CA
KMC,Mecca,IN
EAZ,Mechanic Falls,ME
HCG,Mechanicsburg,IL
MEG,Mechanicsburg,PA
ECI,"Mechanicsburg, Beaver",PA
MEC,Mechanicsville,VA
MHV,Mechanicville,NY
UMQ,Mecosta,MI
MDC,Medfield,MA
MFC,Medford,MA
ME4,Medford,MN
UQN,Medford,NJ
MDE,Medford,NY
3MD,Medford,OK
MFR,Medford,OR
MDF,Medford,WI
MDR,Medfra,AK
XIJ,Media,PA
MP7,Mediapolis,IA
VMB,Medicine Bow,WY
JMI,Medicine Lodge,KS
NMZ,Medina,MN
DQM,Medina,ND
MDK,Medina,NY
MDQ,Medina,OH
DIN,Medina,TX
VMX,Medina,WA
EQH,Medinah,IL
MDY,Medley,FL
MN3,Medon,TN
MD6,Medora,KS
MY9,Medway,MA
DWF,Medway,OH
MRU,Meeker,CO
MK3,Meeker,OK
EM8,Meeteetse,WY
JJK,Megargel,TX
MEH,Mehoopany,PA
QIG,Meigs,GA
MYU,Mekoryuk,AK
MKB,Melba,ID
MQJ,Melbourne,AR
MLB,Melbourne,FL
ZJG,Melbourne,IA
MBE,Melbourne Beach,FL
MFV,Melfa,VA
VMJ,Melissa,TX
FG4,Melissa,WV
ZML,Mellen,WI
DMW,Mellwood,AR
MLO,Melrose,MA
MMZ,Melrose,MN
MO2,Melrose,TN
MRP,Melrose Park,IL
EKU,Melrose Park,PA
ZMV,Melville,NY
ZVM,Melvin,IL
YJN,Melvin,TX
MGF,Melvindale,MI
ZGD,Memphis,FL
OMQ,Memphis,MI
EJS,Memphis,MO
MEM,Memphis,TN
MTX,Memphis,TX
AE4,Mena,AR
XXG,Menahga,MN
NAD,Menands,NY
MEZ,Menasha,WI
QMQ,Mendenhall,MS
ZEY,Mendham,NJ
MND,Mendocino,CA
NDO,Mendon,MA
JJJ,Mendon,MI
ENU,Mendon,MO
M8N,Mendon,NY
M2O,Mendon,UT
ZMC,Mendota,CA
MEN,Mendota,IL
DTB,Mendota,TX
MDG,Mendota Heights,MN
MN5,Menemsha,MA
EFE,Menifee,CA
MNL,Menlo,GA
MKU,Menlo Park,CA
MO6,Menno,SD
ZME,Meno,OK
MNM,Menominee,MI
MMF,Menomonee Falls,WI
MMM,Menomonie,WI
MT6,Mentone,AL
MZQ,Mentone,CA
NNE,Mentone,IN
MX3,Mentone,TX
ZTO,Mentor,MN
MEA,Mentor,OH
MQU,Mequon,WI
ZXE,Mer Rouge,LA
MXP,Meraux,LA
MCE,Merced,CA
MRS,Mercedes,TX
MZ2,Mercer,ME
EZC,Mercer,MO
MQX,Mercer,PA
DMC,Mercer,WI
MQZ,Mercer Island,WA
MBP,Mercersburg,PA
MVS,Mercerville,NJ
DRA,Mercury,NV
MD5,Meredith,NH
ME5,Meredith,NY
OIS,Meredoisa,IL
VMS,Meredosia,IL
MRD,Meriden,CT
MN7,Meriden,KS
EIQ,Meriden,MN
MZA,Meridian,CA
MJA,Meridian,ID
MEI,Meridian,MS
MLZ,Meridianville,AL
IJO,Merino,CO
JEK,Merkel,TX
MNU,Mermentau,LA
KXM,Merom,IN
MEW,Merriam,KS
MER,Merrick,NY
MZR,Merrifield,MN
MMD,Merrill,MI
VMR,Merrill,OR
RRL,Merrill,WI
MEL,Merrillville,IN
MM2,Merrimac,MA
RM8,Merrimac,WI
MRM,Merrimack,NH
MBF,Merritt Island,FL
IWN,Merrittstown,PA
MH7,Merry Hill,NC
M7N,Merton,WI
ERT,Mertzon,TX
MZP,Mertztown,PA
MQA,Mesa,AR
MSC,Mesa,AZ
JME,Mesa,CO
EZS,Mesa,WA
ZPN,Meshoppen,PA
VSK,Mesick,MI
MSX,Mesilla Park,NM
ME9,Mesopotamia,OH
MQS,Mesquite,NM
MFH,Mesquite,NV
MSQ,Mesquite,TX
MZB,Meta,MO
MTE,Metairie,LA
MTF,Metaline Falls,WA
EOA,Metamora,IL
MM3,Metamora,MI
EMF,Metamora,OH
MZN,Methuen,MA
MTM,Metlakatla,AK
2MT,Metolius,OR
MET,Metropolis,IL
MT2,Mettawa,IL
TTR,Metter,GA
M8T,Mettler,CA
MEU,Metuchen,NJ
MTY,Metzger,OR
MAX,Mexia,TX
XXX,Mexico,ME
MXI,Mexico,MO
ZGJ,Mexico Beach,FL
WMK,Meyers Chuck,AK
MYD,Meyersdale,PA
4MI,Miami,AZ
MIA,Miami,FL
MIO,Miami,OK
IMV,Miami,TX
IYH,Miami Beach,FL
ZMG,Miami Gardens,FL
MMK,Miami Lakes,FL
KKV,Miami River,FL
M4I,Miami Shores,FL
MIZ,Miami Springs,FL
IAM,Miamisburg,OH
IMW,Miamitown,OH
MAM,Miamiville,OH
ICM,Mica,WA
ICA,Micanopy,FL
M3V,Micaville,NC
MI7,Michael,IL
MG8,Michigamme,MI
IGX,Michigan,ND
MNC,Michigan Center,MI
MGC,Michigan City,IN
KMH,Michigantown,IN
XIQ,Mickleton,NJ
IQO,Mico,TX
MI9,Midas,NV
IFH,Middle Falls,NY
MGL,Middle Granville,NY
M9G,Middle Grove,NY
ZIX,Middle Island,NY
7MP,Middle Point,OH
MDV,Middle River,MD
MVG,Middle Village,NY
MID,Middleboro,MA
M4B,Middlebourne,WV
XXH,Middlebranch,OH
MB8,Middleburg,FL
HQ4,Middleburg,NC
LRG,Middleburg,PA
MG9,Middleburg,VA
MBV,Middleburg Heights,OH
DBU,"Middleburg, Logan",OH
M2D,Middlebury,CT
MDU,Middlebury,IN
MBU,Middlebury,VT
URY,Middlebury Center,PA
XXD,Middlefield,CT
QMI,Middlefield,OH
M3P,Middleport,NY
MIP,Middleport,OH
MBR,Middlesboro,KY
IDD,Middlesex,NC
MIS,Middlesex,NJ
MT3,Middleton,IL
MYN,Middleton,MA
DDT,Middleton,MI
YYV,Middleton,PA
MJP,Middleton,TN
MDW,Middleton,WI
MDO,Middleton Island,AK
DLW,Middletown,CA
XIN,Middletown,CT
MIU,Middletown,DE
JDD,Middletown,IN
M44,Middletown,MD
ILQ,Middletown,MO
MIJ,Middletown,NJ
MIY,Middletown,NY
MWO,Middletown,OH
UQT,Middletown,PA
YMT,Middletown,RI
MWV,Middletown,VA
DDN,"Middletown, Allen",IN
UQK,"Middletown, Frederick",MD
DD3,"Middletown, Shelby",IN
MVK,Middleville,MI
DDY,Middleway,WV
IFE,Midfield,AL
XFW,Midfield,TX
MK9,Midkiff,TX
MJD,Midland,GA
ILD,Midland,MI
IAL,Midland,NC
M4D,Midland,OH
ZID,Midland,PA
XAD,Midland,SD
MAF,Midland,TX
MDD,Midland,TX
YML,Midland,VA
IDY,Midland City,AL
MDL,Midland Park,NJ
MBS,Midland-Bay City-Saginaw Apt,MI
MLH,Midlothian,IL
MIB,Midlothian,TX
MED,Midlothian,VA
M9P,Midpines,CA
IDV,Midvale,OH
MZC,Midvale,UT
M5E,Midville,GA
IWY,Midway,AR
M8W,Midway,CA
MYF,Midway,FL
IWA,Midway,GA
DBD,Midway,IL
M23,Midway,KY
MWY,Midway,TN
MWC,Midway City,CA
M2P,Midway Park,NC
QMY,"Midway, Liberty",GA
IDW,Midwest City,OK
IFB,Mifflinburg,PA
M2I,Mifflintown,PA
MFN,Mifflinville,PA
ML4,Milaca,MN
ML7,Milan,GA
MIQ,Milan,IL
NMM,Milan,IN
YIM,Milan,KS
UQZ,Milan,MI
OML,Milan,MO
MN9,Milan,NM
LIM,Milan,OH
ZIM,Milan,PA
MXN,Milan,TN
MBK,Milbank,SD
MLQ,Milbridge,ME
M2B,Milburn,OK
M4F,Mildford,MA
JMD,Mildred,PA
YMI,Miles City,FL
MLS,Miles City,MT
UQY,Milesburg,PA
IVZ,Milesville,SD
MFX,Milford,CT
MEQ,Milford,DE
MFJ,Milford,IA
MFF,Milford,IL
MII,Milford,IN
MFK,Milford,MA
MFO,Milford,ME
MF5,Milford,MI
KMF,Milford,NE
MFW,Milford,NH
MFT,Milford,NJ
QFD,Milford,NY
MRQ,Milford,OH
MFQ,Milford,PA
XIK,Milford,TX
MLF,Milford,UT
QAO,Milford,VA
FKC,Milford Center,OH
MM7,Mililani Town,HI
ICI,Mill City,NV
ZMK,Mill Creek,OK
MC3,Mill Creek,PA
MKW,Mill Creek,WA
MHP,Mill Hall,PA
XRG,Mill Spring,MO
TMJ,Mill Spring,NC
VYV,Mill Valley,CA
WM4,Milladore,WI
MBA,Millbrae,CA
MBJ,Millbrook,AL
ZOO,Millbrook,NY
XIR,Millburn,NJ
MBT,Millbury,MA
XID,Millbury,OH
MLJ,Milledgeville,GA
QLB,Milledgeville,IL
MI4,Millen,GA
M9R,Miller,MO
IPL,Miller Place,NY
ZQS,Millersburg,IN
ILB,Millersburg,KY
MLV,Millersburg,OH
MUG,Millersburg,PA
ILR,Millersport,OH
QJT,Millerstown,PA
MVB,Millersville,MD
IIF,Millersville,OH
ISE,Millersville,PA
MT4,Millerton,NY
OZB,Millheim,PA
T9X,Millican,TX
MTL,Millington,MD
MGY,Millington,NJ
MZD,Millington,TN
MLT,Millinocket,ME
MS2,Millis,MA
IMY,Millmont,PA
IPR,Millport,AL
M3Y,Millry,AL
JML,Mills,WY
MS9,Mills River,NC
MZ8,Millsap,TX
MBD,Millsboro,DE
KYA,Millsdale,IL
MS7,Millstadt,IL
ISZ,Millston,WI
IWH,Millstone,NJ
MP9,Millstone Township,NJ
MMJ,Milltown,NJ
MM5,Milltown,WI
MIV,Millville,NJ
VLZ,Millville,NJ
MV2,Millville,PA
MVI,Millville,RI
IOO,Millwood,KY
MW7,Millwood,NY
ZEZ,Millwood,VA
MW4,Millwood,WV
MN4,Milner,GA
MXD,Milner,ID
JMO,Milo,ME
MPT,Milpitas,CA
YMY,Milroy,IN
MZE,Milroy,PA
MLW,Milton,DE
NSE,Milton,FL
MXW,Milton,IA
M8O,Milton,KY
MXL,Milton,MA
IJL,Milton,NH
MZG,Milton,NY
MIC,Milton,PA
MT5,Milton,VT
8RE,Milton,WA
M8I,Milton,WI
ZNM,Milton,WV
M2M,Milton Mills,NH
MZH,Milton-Freewater,OR
VL9,Milville,NJ
MKE,Milwaukee,WI
MWX,Milwaukie,OR
IMB,Mimbres,NM
MS6,Mims,FL
MXK,Minatare,NE
MHM,Minchumina,AK
NC7,Minco,OK
MYX,Minden,LA
MN6,Minden,NE
MEV,Minden,NV
MCY,Minden City,MI
DHO,Mindoro,WI
MHZ,Mine Hill,NJ
MNA,Mineola,NY
MIX,Mineola,TX
NRZ,Miner,MO
EYA,Mineral,TX
IEA,Mineral,VA
MC4,Mineral City,OH
MP3,"Mineral Point, Iowa",WI
4AL,Mineral Ridge,OH
M5S,Mineral Springs,AR
IPU,Mineral Springs,NC
MWL,Mineral Wells,TX
IWF,Mineral Wells,WV
MW5,Mineralwells,WV
MVP,Minersville,PA
M88,Minersville,UT
MNV,Minerva,OH
XIV,Mineville,NY
IQG,Mingo,IA
MIG,Mingo,KS
XIM,Mingo Junction,OH
MD9,Minidoka,ID
IPS,Minneapolis,KS
MES,Minneapolis,MN
MSP,Minneapolis/St Paul Apt,MN
MHA,Minnehaha,WA
M9N,Minneola,FL
IJT,Minneota,MN
MKA,Minnetonka,MN
MX8,Minnie,KY
ARV,Minocqua,WI
WMG,Minong,WI
IKA,Minooka,IL
MOT,Minot,ND
2MI,Minotola,NJ
MZO,Minster,OH
TLI,Mint Hill,NC
MNT,Minto,AK
QMT,Minto,ND
M65,Minturn,CO
MI2,Mio,MI
IQU,Miquon,PA
MIK,Mira Loma,CA
MLM,Mira Mesa,CA
MMR,Miramar,FL
IBC,Miramar Beach,FL
NJK,Miranda,CA
IRL,Mirror Lake,NH
NCE,Misenheimer,NC
MCJ,Mishawaka,IN
MSI,Mission,KS
ZMX,Mission,TX
MJH,Mission Hills,CA
M6V,"Mission Valley,San Diego",CA
MJI,Mission Viejo,CA
MFE,Mission-McAllen Apt,TX
MSO,Missoula,MT
URI,Missouri City,MO
MC5,Missouri City,TX
IFV,Missouri Valley,IA
M2L,Mitchell,AL
MHC,Mitchell,IN
MC9,Mitchell,MS
MIH,Mitchell,NE
MHE,Mitchell,SD
ITX,Mitchellville,IA
IHE,Mitchellville,MD
XIZ,Mize,KY
CNY,Moab,UT
OAP,Moapa,NV
VIZ,Moatsville,WV
MBY,Moberly,MO
MOB,Mobile,AL
MBG,Mobridge,SD
MKV,Mocksville,NC
MEY,Modena,PA
OJX,Modena,WI
MOD,Modesto,CA
MA3,Moffat,CO
FFJ,Moffett,OK
MEF,Moffett Field,CA
MGD,Mogadore,OH
3MO,Mohall,ND
MY7,Mohave Valley,AZ
OH9,Mohegan Lake,NY
ZOH,Mohnton,PA
OH7,Mohrsville,PA
MOJ,Mojave,CA
IMK,Mokena,IL
MOL,Molalla,OR
M47,Molena,GA
MLI,Moline,IL
7MO,Molt,MO
MME,Momence,IL
4MU,Mona,UT
MNP,Monaca,PA
MIF,Monahans,TX
M4V,Monaville,WV
MNK,Moncks Corner,SC
MCP,Moncure,NC
ODI,Mondovi,WI
QZE,Monee,IL
QJU,Monessen,PA
MQG,Moneta,VA
TTF,Monett,KS
MMO,Monett,MO
M6T,Monetta,SC
QTE,Monette,AR
OES,Money,MS
OMH,Monmouth,IA
MNI,Monmouth,IL
MOH,Monmouth,ME
OO9,Monmouth,OR
M9O,Monmouth Beach,NJ
MJU,Monmouth Junction,NJ
OON,Monon,IN
MXJ,Monona,IA
IMO,Monona,WI
MXX,Monongahela,PA
MOM,Monroe,CT
MOE,Monroe,GA
NRQ,Monroe,IA
INQ,Monroe,IN
MLU,Monroe,LA
MOI,Monroe,MI
MNR,Monroe,NC
M4X,Monroe,NH
QMX,Monroe,NJ
OWH,Monroe,NJ
VMO,Monroe,NY
NRO,Monroe,OH
OVN,Monroe,OR
NRX,Monroe,VA
MOW,Monroe,WA
MWI,Monroe,WI
VOB,Monroe Bridge,MA
KRC,Monroe City,MO
MPQ,Monroe Park,NC
ONR,Monroe Township,NJ
OOE,"Monroe, Tippecanoe",IN
MVC,Monroeville,AL
9MO,Monroeville,IN
QXO,Monroeville,NJ
O8M,Monroeville,OH
VML,Monroeville,PA
XIY,Monrovia,CA
ZMR,Monrovia,MD
MSE,Monsey,NY
MZS,Monson,MA
M5A,Mont Alto,PA
MTG,Mont Belvieu,TX
TV7,Mont Vernon,NH
SIY,Montague,CA
M2G,Montague,MA
TGQ,Montague,MI
JTA,Montana City,MT
OQT,Montara,CA
MTP,Montauk,NY
MZT,Montclair,CA
MLR,Montclair,NJ
MXZ,Monte Alto,TX
VMZ,Monte Vista,CO
MTB,Montebello,CA
MB6,Montebello,NY
ZMO,Montecito,CA
M4O,Montello,PA
OLO,Montello,WI
MY3,Monterey,CA
MZY,Monterey,TN
YTX,Monterey,VA
MZU,Monterey Park,CA
MRY,Monterey-Carmel Apt,CA
MZW,Montesano,WA
MVO,Montevallo,AL
MVE,Montevideo,MN
MOZ,Montezuma,GA
YMZ,Montezuma,IA
MZM,Montezuma,IN
TZM,Montezuma,KS
XQZ,Montfort,WI
MGM,Montgomery,AL
XIL,Montgomery,IL
OGM,Montgomery,IN
3MG,Montgomery,LA
MGH,Montgomery,MN
MGJ,Montgomery,NY
NGY,Montgomery,OH
QMG,Montgomery,PA
YGY,Montgomery,TN
MG6,Montgomery,TX
OTE,Montgomery,WV
GZY,Montgomery Center,VT
NMV,Montgomery Village,MD
UXG,Montgomeryville,PA
MOQ,Monticello,AR
VMQ,Monticello,FL
MQC,Monticello,GA
MXO,Monticello,IA
MQD,Monticello,IL
OIO,Monticello,IN
MOC,Monticello,KY
OTC,Monticello,MN
MCZ,Monticello,MS
MSV,Monticello,NY
MXC,Monticello,UT
IEO,Monticello,WI
ZGI,Montmorenci,IN
URF,Montour Falls,NY
MBC,Montoursville,PA
IUW,Montpelier,ID
OPQ,Montpelier,IN
MMP,Montpelier,OH
XIX,Montpelier,VA
MPI,Montpelier,VT
MPV,Montpelier-Barre Apt,VT
MT8,Montreal,MO
M2T,Montreal,OH
OZ9,Montrose,AL
MBH,Montrose,CA
MTJ,Montrose,CO
4MO,Montrose,IA
ME3,Montrose,MN
QMR,Montrose,PA
KMX,Montross,VA
QMV,Montvale,NJ
M8V,Montvale,VA
MBM,Montville,CT
MDB,Montville,NJ
ZPQ,Montz,LA
MEB,Monument,CO
GMV,Monument Valley Gldngs,UT
MU2,Moodus,CT
MD7,Moody,AL
OOY,Moody,TX
MO3,Mooers,NY
M2F,Mooers Forks,NY
NIP,Moon,PA
M7P,Moon Township,PA
MOO,Moonachie/New Jersey,NJ
QMP,Moonstown,PA
OOF,Moore,OK
MBW,Moore,SC
QMF,Moore Haven,FL
MF2,Moorefield,KY
MF3,Moorefield,WV
OED,Mooreland,OK
MQE,Moores Mill,NY
OBO,Mooresboro,NC
OUB,Mooresburg,TN
MRJ,Moorestown,NJ
OOR,Moorestown,PA
MYZ,Mooresville,IN
XJK,Mooresville,NC
M3O,Mooresville,TN
XIH,Moorhead,MN
MPF,Moorlands,WA
MQK,Moorpark,CA
MSZ,Moose Pass,AK
UXB,Moosic,PA
OOU,Moosup,CT
MJM,Mora,MN
MMA,Mora,NM
QMO,Moraga,CA
MRE,Moraine,OH
MX7,Moran,WY
MJS,Morattico,VA
QOR,Moravia,IA
VIJ,Moravia,NY
MF4,Moravian Falls,NC
MHR,Morehead,KY
MRH,Morehead City,NC
YRE,Morehouse,MO
9OH,Moreland Hills,OH
ONJ,Morenci,AZ
MQR,Morenci,MI
MV4,Moreno Valley,CA
NGM,Morgan,GA
MRG,Morgan,MT
MR9,Morgan,PA
GGM,Morgan,UT
MGN,Morgan City,AL
LMO,Morgan City,LA
PTN,Morgan City-Patterson Apt,LA
MJV,Morgan Hill,CA
QGF,Morganfield,KY
MPP,Morgans Point,TX
MRN,Morganton,NC
MGG,Morgantown,KY
MJZ,Morgantown,NC
MGP,Morgantown,PA
MWG,Morgantown,TN
MGW,Morgantown,WV
VJM,Morganville,NJ
MY5,Moriarty,NM
ZH6,Moriches,NJ
JGM,Morley,MO
OYO,Moro,AR
XOO,Moro,OR
OOC,Morocco,ID
MR6,Moroni,UT
MJC,Morral,OH
XWQ,Morrice,MI
RQR,Morrill,ME
MOK,Morrill,NE
MPJ,Morrilton,AR
XRI,Morris,AL
MR4,Morris,CT
MSW,Morris,IL
MR3,Morris,LA
MOX,Morris,MN
MPA,Morris Plains,NJ
MJE,Morrison,CO
MMQ,Morrison,IL
MJF,Morrison,TN
M5V,Morrisonville,IL
6MT,Morriston,FL
MJG,Morristown,IN
MW8,Morristown,MN
MMU,Morristown,NJ
MRT,Morristown,NY
ITW,Morristown,OH
MOR,Morristown,TN
XZM,Morrisville,NC
MV9,Morrisville,NJ
MZL,Morrisville,NY
XIO,Morrisville,PA
ORS,Morrisville,VT
MJK,Morro Bay,CA
MRW,Morrow,GA
MW6,Morrow,OH
4MT,Morse,TX
MB3,Morse Bluff,NE
MTI,Morton,IL
JMN,Morton,MN
MNQ,Morton,MS
JZN,Morton,PA
ZMT,Morton,TX
OT3,Morton,WA
MGV,Morton Grove,IL
MJJ,Mortons Gap,KY
OQV,Morven,NC
MW3,Moscow,IA
MJL,Moscow,ID
ZGC,Moscow,KS
QMA,Moscow,PA
9MW,Moscow,TN
MM4,Moscow Mills,MO
M9S,Mosel,WI
OEL,Moselle,MS
KMY,Moser Bay,AK
MWH,Moses Lake,WA
MOS,Moses Point,AK
EIB,Mosheim,TN
YMR,Mosier,OR
INX,Mosinee,WI
MJN,Moss,TN
ZGA,Moss Beach,CA
MLG,Moss Landing,CA
MOG,Moss Point,MS
MVJ,Mossville,IL
MOF,Motley,MN
MLL,Mottville,MI
MUW,Moulton,AL
QUG,Moultonborough,NH
MGR,Moultrie,GA
OUD,Mound,MN
XZS,Mound House,NV
MDZ,Moundridge,KS
7Q9,Mounds,IL
OUK,Mounds,OK
MJO,Mounds View,MN
MFZ,Moundsville,WV
MOA,Moundville,AL
ND5,Moundville,MO
NQU,Mount Airy,GA
M8Y,Mount Airy,LA
MYM,Mount Airy,MD
MKY,Mount Airy,NC
OMO,Mount Angel,OR
UNM,Mount Arlington,NJ
OUA,Mount Ayr,IA
MJR,Mount Berry,GA
MXT,Mount Bethel,PA
MB5,Mount Bethel,PA
TBK,Mount Braddock,PA
MC6,Mount Carmel,IL
MTK,Mount Carmel,PA
KRL,Mount Carroll,IL
MTC,Mount Clemens,MI
MWR,Mount Crawford,VA
DZT,Mount Desert,ME
MUD,Mount Dora,FL
ME2,Mount Eaton,OH
IUE,Mount Erie,IL
M3F,Mount Freedom,NJ
MGQ,Mount Gilead,NC
UGO,Mount Gilead,OH
TBO,Mount Hebron,MD
NHR,Mount Hermon,CA
MH6,Mount Holly,AR
MHX,Mount Holly,NC
LLY,Mount Holly,NJ
UQS,Mount Holly,SC
QHS,Mount Holly Springs,PA
UHE,Mount Hope,AL
M7H,Mount Hope,KS
MH9,Mount Hope,OH
ULZ,Mount Hope,WV
MH4,Mount Horeb,WI
UIA,Mount Ida,AR
UQV,Mount Jackson,VA
OJW,Mount Jewett,PA
MJY,Mount Joy,PA
MJ2,Mount Joy,PA
MJB,Mount Juliet,TN
MKS,Mount Kisco,NY
LUJ,Mount Laurel,NJ
MCL,Mount McKinley,AK
OUM,Mount Meigs,AL
MXR,Mount Morris,IL
MMB,Mount Morris,MI
OUO,Mount Morris,NY
UNS,Mount Morris,PA
QNB,Mount Nebo,WV
FVS,Mount Olive,MS
MNO,Mount Olive,NC
MQV,Mount Olive,NJ
MXQ,Mount Orab,OH
PY4,Mount Perry,OH
MPY,Mount Pleasant,FL
MPZ,Mount Pleasant,IA
MOP,Mount Pleasant,MI
MTT,Mount Pleasant,PA
MPH,Mount Pleasant,SC
MPL,Mount Pleasant,TN
MPS,Mount Pleasant,TX
MSD,Mount Pleasant,UT
UPN,Mount Pleasant,WI
UPA,"Mount Pleasant, Cabarrus",NC
MPO,Mount Pocono,PA
MUP,Mount Prospect,IL
MPK,Mount Pulaski,IL
5MS,Mount Saint Francis,IN
M5T,Mount Savage,MD
MHS,Mount Shasta,CA
JUI,Mount Sinai,NY
GTM,Mount Sterling,IL
MGK,Mount Sterling,KY
YMS,Mount Sterling,OH
SU3,Mount Summit,IN
OUU,Mount Ulla,NC
